"","X","species","month","year","lat","lon","present","tavg","prec","bare","tree","grass","cropland","elev","wetland"
"36",26325,"Boletus edulis",9,1999,52.642171,-1.631972,1,13.3999996185303,58,0.00410000002011657,0.134800001978874,0.732800006866455,0.0907000005245209,74,0.0059000002220273
"37",25889,"Boletus edulis",12,1995,56.232519,-3.114615,1,3.70000004768372,69,0,0.20160000026226,0.265599995851517,0.532100021839142,109,0
"38",28754,"Boletus edulis",10,2019,51.259926,-2.642204,1,9.80000019073486,103,0,0.806400001049042,0.193599998950958,0,271,0
"39",25536,"Boletus edulis",8,1994,56.793162,-3.92527,1,12.6000003814697,87,0.0615000016987324,0.538500010967255,0.400000005960464,0,344,0
"40",25648,"Boletus edulis",10,2022,57.29198,-4.915805,1,7.59999990463257,241,0,0.797100007534027,0.0266999993473291,0,276,0
"41",26588,"Boletus edulis",9,2000,57.22505,-2.415668,1,11.3999996185303,71,0,0.196700006723404,0.781599998474121,0.0216000005602837,125,0
"42",26287,"Boletus edulis",9,1984,51.362922,0.225017,1,14,63,0.000300000014249235,0.195999994874001,0.368000000715256,0.434700012207031,86,0
"43",25781,"Boletus edulis",11,2007,52.245705,1.616846,1,7.30000019073486,61,0.00410000002011657,0.238999992609024,0.335500001907349,0.00240000011399388,3,0.388099998235703
"44",26212,"Boletus edulis",8,1994,57.816224,-5.116105,1,12.1000003814697,160,0,0,0.99889999628067,0,387,0
"45",25469,"Boletus edulis",8,2008,57.211479,-3.566168,1,12.3999996185303,72,0,0.323300004005432,0.676699995994568,0,386,0
"46",26802,"Boletus edulis",9,1980,56.032736,-4.48916,1,11.6999998092651,129,0.00350000010803342,0.151199996471405,0.791100025177002,0.0535999983549118,59,0
"47",28426,"Boletus edulis",8,2012,57.252133,-3.66395,1,13.1000003814697,65,0,0.89740002155304,0.102600000798702,0,231,0
"48",25928,"Boletus edulis",9,1995,56.136985,-3.626798,1,11.8999996185303,94,0,0.354200005531311,0.643599987030029,0.00219999998807907,95,0
"49",26931,"Boletus edulis",10,1995,50.656903,-3.345322,1,11.1999998092651,90,0.0019000000320375,0.606000006198883,0.116499997675419,0.264899998903275,81,0
"50",25391,"Boletus edulis",9,1975,57.047568,-2.86695,1,10.6999998092651,67,0.00810000021010637,0.802200019359589,0.182099997997284,0.00109999999403954,238,0
"51",27219,"Boletus edulis",10,1999,54.865693,-4.416703,1,9.5,115,0.00680000009015203,0,0.381000012159348,0,2,0.388200014829636
"52",28602,"Boletus edulis",9,1996,51.802652,-0.587384,1,13.5,65,0.00109999999403954,0.858900010585785,0.124700002372265,0.0136000001803041,211,0
"53",25975,"Boletus edulis",9,2010,50.4897,2.55226,1,14.8999996185303,66,0.0020000000949949,0.579800009727478,0.0467000007629395,0,59,0
"54",28728,"Boletus edulis",10,2015,54.200147,-4.646014,1,10.1999998092651,95,0.00130000000353903,0.41389998793602,0.524800002574921,0.0346999987959862,44,0
"55",28281,"Boletus edulis",9,1987,55.920417,-3.19605,1,11.8999996185303,63,0.000500000023748726,0.43970000743866,0.549099981784821,0,116,0
"56",25438,"Boletus edulis",9,2001,57.083022,-2.933772,1,11,63,0,0.617900013923645,0.382099986076355,0,173,0
"57",28585,"Boletus edulis",11,2005,51.891212,-2.4446,1,6.5,103,0,0.534099996089935,0.465900003910065,0,255,0
"58",27943,"Boletus edulis",8,1999,54.615949,-3.008037,1,13.3000001907349,111,0,0,1,0,288,0
"59",26355,"Boletus edulis",11,2004,51.449947,0.373176,1,7.40000009536743,60,0.00219999998807907,0.0384000018239021,0.0186999998986721,0,6,0
"60",25916,"Boletus edulis",10,2001,56.232805,-3.08236,1,8.80000019073486,74,0.00120000005699694,0.0724999979138374,0.188299998641014,0.721800029277802,119,0
"61",26887,"Boletus edulis",10,1991,52.370272,-2.809248,1,9.60000038146973,74,0,0.379400014877319,0.491499990224838,0.126000002026558,133,0
"62",28781,"Boletus edulis",8,2017,53.86774,-1.380856,1,15.5,57,0.00289999996311963,0.315100014209747,0.663399994373322,9.99999974737875e-05,68,0
"63",25839,"Boletus edulis",11,1980,52.685929,1.327543,1,7.09999990463257,66,0.000899999984540045,0.199699997901917,0.289600014686584,0.215599998831749,18,0
"64",27062,"Boletus edulis",10,1999,53.810692,-1.621822,1,9.80000019073486,68,0.000899999984540045,0.5557000041008,0.0546999983489513,0.00340000004507601,93,0
"65",25298,"Boletus edulis",8,2021,51.557454,-3.227481,1,15.6999998092651,96,0.0135000003501773,0.474900007247925,0.496199995279312,0,213,0
"66",25777,"Boletus edulis",10,2012,52.26365,1.618308,1,11.1999998092651,56,0,0.307799994945526,0.596599996089935,0.0126000000163913,18,0.0829999968409538
"67",28259,"Boletus edulis",10,1998,52.39492,-2.376168,1,9.60000038146973,95,0,0.965399980545044,0.0346000008285046,0,132,0
"68",28024,"Boletus edulis",10,1993,51.739945,-1.06004,1,10.5,60,0.00870000012218952,0.187000006437302,0.532000005245209,0.226199999451637,78,0
"69",25591,"Boletus edulis",8,2009,57.336772,-3.604726,1,13,66,0.00689999992027879,0.575900018215179,0.360700011253357,0.000199999994947575,237,0
"70",28128,"Boletus edulis",10,2021,56.577111,-3.170613,1,8.89999961853027,73,0.00209999992512167,0.29229998588562,0.18299999833107,0.522599995136261,58,0
"71",26475,"Boletus edulis",10,2000,51.449947,0.373176,1,11.1000003814697,56,0.00219999998807907,0.0384000018239021,0.0186999998986721,0,6,0
"72",25750,"Boletus edulis",9,1995,51.836907,-2.531146,1,13.1999998092651,83,0.000899999984540045,0.83160001039505,0.150000005960464,0,195,0
"73",26113,"Boletus edulis",9,1991,56.136121,-3.691132,1,11.8999996185303,98,0.0015999999595806,0.583400011062622,0.411700010299683,0.00120000005699694,97,0
"74",25805,"Boletus edulis",9,1992,52.766979,1.630285,1,14.3000001907349,53,0.0526000000536442,0.00600000005215406,0.43860000371933,0.390100002288818,1,0
"75",28451,"Boletus edulis",9,2020,57.006133,-3.551192,1,9.30000019073486,106,0.00380000006407499,0.201299995183945,0.794900000095367,0,500,0
"76",28433,"Boletus edulis",10,2003,58.255407,-3.449212,1,8.69999980926514,99,0.00860000029206276,0.238999992609024,0.718299984931946,0.0282000005245209,62,0
"77",26811,"Boletus edulis",8,2002,57.121498,-3.900985,1,13,74,0.0241999998688698,0.61760002374649,0.345899999141693,0.00370000000111759,250,0
"78",26348,"Boletus edulis",7,1990,56.764723,-3.719299,1,12.1999998092651,81,0,9.99999974737875e-05,0.999899983406067,0,525,0
"79",25563,"Boletus edulis",8,2001,57.022699,-3.574692,1,11.8999996185303,80,0,0.724500000476837,0.275499999523163,0,476,0
"80",26762,"Boletus edulis",9,2002,57.453273,-5.251889,1,8.89999961853027,266,0,0.00209999992512167,0.996800005435944,0,656,0
"81",25369,"Boletus edulis",10,2008,57.022699,-3.574692,1,6.30000019073486,127,0,0.724500000476837,0.275499999523163,0,476,0
"82",28430,"Boletus edulis",9,2019,57.239282,-3.732652,1,10.6999998092651,80,0,0.728600025177002,0.27140000462532,0,226,0
"83",27499,"Boletus edulis",8,1998,57.472007,-4.419488,1,14.1999998092651,98,0.00209999992512167,0.170399993658066,0.592599987983704,0.234200000762939,34,0
"84",26239,"Boletus edulis",9,1994,51.270267,0.363905,1,13.6999998092651,66,0.00109999999403954,0.879199981689453,0.0710999965667725,0.0430999994277954,141,0
"85",25384,"Boletus edulis",9,1995,57.054286,-3.889303,1,9.89999961853027,108,0.00139999995008111,0.724500000476837,0.273999989032745,0,375,0
"86",25330,"Boletus edulis",9,1995,57.228808,-3.616599,1,10.3000001907349,83,0,0.700299978256226,0.299400001764297,0.000300000014249235,293,0
"87",26484,"Boletus edulis",9,1979,51.197905,-0.784864,1,13.8999996185303,72,0.00100000004749745,0.836300015449524,0.0557000003755093,0.0107000004500151,84,0
"88",26136,"Boletus edulis",8,1970,50.843471,-1.504261,1,16.7000007629395,51,0,0.162799999117851,0.699999988079071,0,16,0.136899992823601
"89",25533,"Boletus edulis",9,2002,57.400698,-2.226292,1,11.6999998092651,69,0.000300000014249235,0.32379999756813,0.375600010156631,0.299699991941452,70,0
"90",26584,"Boletus edulis",9,1987,51.644007,-0.483924,1,14.1999998092651,58,0.0007999999797903,0.80129998922348,0.031700000166893,0,78,0
"91",26976,"Boletus edulis",9,2000,54.610124,-6.220894,1,12.6000003814697,95,0.00879999995231628,0.0785000026226044,0.845000028610229,0.00130000000353903,71,0
"92",28178,"Boletus edulis",8,2021,57.238953,-3.709753,1,13.1000003814697,66,0.00460000010207295,0.798900008201599,0.133300006389618,0,234,0
"93",25519,"Boletus edulis",7,1999,57.006885,-3.392895,1,13.3000001907349,53,0.0226000007241964,0.377000004053116,0.499000012874603,0.0020000000949949,346,0.00130000000353903
"94",25649,"Boletus edulis",9,2022,51.160767,-3.263238,1,13.3999996185303,105,0,0.526700019836426,0.471799999475479,0,215,0
"95",27520,"Boletus edulis",9,2002,54.080705,-1.772221,1,12.1999998092651,86,0.00139999995008111,0.352299988269806,0.639599978923798,0,187,0
"96",26441,"Boletus edulis",9,1994,57.480609,-3.919608,1,10.6000003814697,87,0.00779999978840351,0.124799996614456,0.867399990558624,0,271,0
"97",28424,"Boletus edulis",8,2014,57.582244,-3.644423,1,14.1000003814697,60,0.00719999987632036,0.887199997901917,0.0678000003099442,0.0377999991178513,48,0
"98",25424,"Boletus edulis",9,2009,57.47005,-2.826916,1,10.8999996185303,74,0,0.974200010299683,0.0258000008761883,0,207,0
"99",25674,"Boletus edulis",9,2022,51.306654,1.042894,1,14.3000001907349,61,0.0052000000141561,0.424800008535385,0.453399986028671,0.0403999984264374,71,0
"100",25507,"Boletus edulis",10,1994,57.076501,-2.504728,1,8.5,77,0.00289999996311963,0.31580001115799,0.558000028133392,0.121399998664856,90,0
"101",26374,"Boletus edulis",10,1995,56.587263,-3.548394,1,8.5,89,0.0019000000320375,0.453700006008148,0.543600022792816,0,116,0
"102",25966,"Boletus edulis",8,2018,58.21843,-6.397616,1,13.1999998092651,86,0.0280000008642673,0.344599992036819,0.605400025844574,0,36,0
"103",25915,"Boletus edulis",8,1996,56.119023,-3.62604,1,14.5,72,0.00170000002253801,0.291900008916855,0.690199971199036,0.016100000590086,92,0
"104",25939,"Boletus edulis",8,2021,55.76095,-6.184094,1,14.3000001907349,118,0,0.0390000008046627,0.954699993133545,0.00630000000819564,65,0
"105",28200,"Boletus edulis",10,2020,57.581752,-4.18379,1,8.5,99,0,0.442699998617172,0.219600006937981,0.337700009346008,124,0
"106",27238,"Boletus edulis",10,1998,51.106437,-0.644421,1,10.6000003814697,81,0.000300000014249235,0.570100009441376,0.427700012922287,0,76,0
"107",27076,"Boletus edulis",9,2004,56.667225,-4.204438,1,8.5,192,0,0,1,0,690,0
"108",28345,"Boletus edulis",10,2005,52.730605,-1.30544,1,9.19999980926514,74,0.000500000023748726,0.448000013828278,0.547299981117249,0,225,0
"109",27421,"Boletus edulis",11,2002,51.270267,0.363905,1,6.59999990463257,78,0.00109999999403954,0.879199981689453,0.0710999965667725,0.0430999994277954,141,0
"110",25953,"Boletus edulis",9,2021,57.189131,-3.812101,1,10.6999998092651,81,0,0.790700018405914,0.152099996805191,0.0571999996900558,223,0
"111",26247,"Boletus edulis",9,1997,50.754575,-2.072246,1,14,69,0.00439999997615814,0.319999992847443,0.580900013446808,0.0509999990463257,63,0
"112",25989,"Boletus edulis",10,2019,50.50317,2.55404,1,11.1000003814697,68,0.0636000037193298,0.819199979305267,0.00779999978840351,0.0949999988079071,75,0
"113",28189,"Boletus edulis",9,1996,53.630369,-1.587899,1,13,68,0.00350000010803342,0.361000001430511,0.454699993133545,0.139300003647804,143,0
"114",26978,"Boletus edulis",9,1982,52.634446,-0.597688,1,13.3999996185303,56,0.0326999984681606,0.0370999984443188,0.557900011539459,0.365500003099442,99,0
"115",28558,"Boletus edulis",9,2011,56.574797,-5.378796,1,12.3000001907349,166,0.00769999995827675,0.202399998903275,0.388000011444092,0,14,0.0599000006914139
"116",25439,"Boletus edulis",1,2004,57.048868,-2.652699,1,2.20000004768372,77,0,0.494899988174438,0.504599988460541,0.000500000023748726,144,0
"117",28530,"Boletus edulis",8,2011,56.066367,-3.527442,1,14.8000001907349,66,0.0297999996691942,0.157399997115135,0.442400008440018,0.123999997973442,43,0
"118",26509,"Boletus edulis",8,2004,51.653239,-1.64003,1,16.3999996185303,55,0.0044999998062849,0.0242999996989965,0.428099989891052,0.525799989700317,97,0
"119",26426,"Boletus edulis",10,1995,55.604251,-3.033237,1,7.09999990463257,140,0,0.927799999713898,0.0456999987363815,0,422,0
"120",28168,"Boletus edulis",8,2021,54.976944,-4.076878,1,13.8999996185303,94,0.00039999998989515,0.847100019454956,0.0100999996066093,0,88,0
"121",28708,"Boletus edulis",8,2000,51.014923,0.315249,1,16.6000003814697,52,0.00039999998989515,0.59280002117157,0.250299990177155,0.155100002884865,62,0
"122",27993,"Boletus edulis",7,2002,57.492975,-2.752361,1,14,59,0,0.264099985361099,0.243599995970726,0.492300003767014,137,0
"123",28354,"Boletus edulis",9,1982,52.550993,-1.337774,1,13.3000001907349,58,0.00270000007003546,0.236300006508827,0.525099992752075,0.233500003814697,97,0
"124",28556,"Boletus edulis",9,2011,56.529099,-5.306401,1,12.1000003814697,158,0.000600000028498471,0.971499979496002,0.0253999996930361,0,49,0
"125",27156,"Boletus edulis",11,1996,50.656903,-3.345322,1,8.19999980926514,93,0.0019000000320375,0.606000006198883,0.116499997675419,0.264899998903275,81,0
"126",25900,"Boletus edulis",10,1984,56.249253,-3.244212,1,8,92,0,0.449999988079071,0.548799991607666,0,265,0
"127",28302,"Boletus edulis",10,2001,52.712451,-1.276123,1,9.19999980926514,72,0.00400000018998981,0.44200000166893,0.505900025367737,0.0342999994754791,217,0
"128",28548,"Boletus edulis",9,2003,52.808018,-3.855862,1,11.6999998092651,124,0,0.782400012016296,0.217600002884865,0,306,0
"129",27175,"Boletus edulis",7,2004,57.558432,-4.592409,1,13.6000003814697,116,0,0.69870001077652,0.30129998922348,0,151,0
"130",25311,"Boletus edulis",11,2022,51.637557,-3.952192,1,8.10000038146973,132,0.0135000003501773,0.23819999396801,0.0653999969363213,0,63,0
"131",26087,"Boletus edulis",10,2021,52.504523,-1.797879,1,10,62,0.00740000000223517,0.654900014400482,0.120600000023842,0,100,0
"132",28777,"Boletus edulis",9,2018,53.374377,-1.580769,1,12,82,0.00340000004507601,0.46560001373291,0.517599999904633,0,287,0
"133",27299,"Boletus edulis",9,1993,57.029113,-4.061043,1,9.80000019073486,126,0,0,1,0,413,0
"134",28662,"Boletus edulis",10,1974,51.637557,-3.952192,1,11.3000001907349,117,0.0135000003501773,0.23819999396801,0.0653999969363213,0,63,0
"135",26602,"Boletus edulis",9,1995,52.372468,-2.368633,1,12.5,88,0,0.994700014591217,0.00529999984428287,0,142,0
"136",28251,"Boletus edulis",9,2017,52.420451,-3.006475,1,12.3999996185303,81,0.00039999998989515,0.433800011873245,0.289000004529953,0.27590000629425,201,0
"137",28284,"Boletus edulis",10,2013,54.739624,-6.668233,1,9.80000019073486,121,0.00139999995008111,0.124300003051758,0.865400016307831,0.000899999984540045,85,0
"138",25719,"Boletus edulis",9,2022,55.940742,-3.469543,1,12.3999996185303,82,0.016100000590086,0.335099995136261,0.2432000041008,0.0286999996751547,76,0
"139",26092,"Boletus edulis",9,1999,54.614561,-3.162853,1,12.1000003814697,106,0,0.0993999987840652,0.897300004959106,0,75,0
"140",26227,"Boletus edulis",9,1988,53.167395,-3.871337,1,11.5,122,0,0.0196000002324581,0.980400025844574,0,368,0
"141",26282,"Boletus edulis",10,2004,50.994657,0.634908,1,11.1000003814697,81,0.000199999994947575,0.342200011014938,0.558899998664856,0.0986000001430511,29,0
"142",25639,"Boletus edulis",9,2022,50.775454,1.959505,1,15,63,0.00039999998989515,0.182199999690056,0.490299999713898,0.321900010108948,58,0
"143",25921,"Boletus edulis",9,2002,56.286701,-3.083883,1,12.1999998092651,63,0.00350000010803342,0.148300006985664,0.171299993991852,0.671899974346161,41,0
"144",26035,"Boletus edulis",10,2008,50.4897,2.55226,1,11.1999998092651,66,0.0020000000949949,0.579800009727478,0.0467000007629395,0,59,0
"145",25788,"Boletus edulis",9,2005,52.121861,1.548349,1,14.6000003814697,48,0.0230999998748302,0.183899998664856,0.412600010633469,0.37610000371933,11,0
"146",26120,"Boletus edulis",10,2002,50.843988,-1.646288,1,11,80,0,0.856899976730347,0.143099993467331,0,39,0
"147",25607,"Boletus edulis",9,2008,57.681819,-3.284527,1,11.8999996185303,64,0,0.1925999969244,0.71069997549057,0.00570000009611249,3,0.0887999981641769
"148",26851,"Boletus edulis",9,1994,55.684806,-3.830665,1,11.5,132,0,0.0463000014424324,0.551699995994568,0.40200001001358,188,0
"149",26262,"Boletus edulis",8,2001,53.630935,-1.62343,1,15.5,67,0.096900001168251,0.0540000014007092,0.178700000047684,0.623600006103516,140,0
"150",28646,"Boletus edulis",8,2018,51.73188,-3.666627,1,15.8999996185303,88,0.0031999999191612,0.357499986886978,0.422199994325638,0.0885000005364418,42,0
"151",28471,"Boletus edulis",9,1997,51.324422,-2.525202,1,13.6999998092651,80,0.00380000006407499,0.506699979305267,0.442699998617172,0,116,0
"152",26178,"Boletus edulis",9,1998,54.799855,-1.92375,1,10.8999996185303,94,9.99999974737875e-05,0.0701000019907951,0.929799973964691,0,368,0
"153",28670,"Boletus edulis",10,2018,51.467561,-3.225066,1,10.8999996185303,107,0.0113000003620982,0.479200005531311,0.469099998474121,0,62,0
"154",28121,"Boletus edulis",10,2021,53.458928,-1.503355,1,9.30000019073486,89,0.00350000010803342,0.824000000953674,0.161200001835823,0.000600000028498471,197,0
"155",27468,"Boletus edulis",9,1989,52.197075,-7.781361,1,12.1000003814697,136,9.99999974737875e-05,0.148300006985664,0.851499974727631,0,240,0
"156",26114,"Boletus edulis",9,1998,51.466007,-0.633794,1,14.3000001907349,59,0.0020000000949949,0.324699997901917,0.259700000286102,0.397100001573563,43,0
"157",25554,"Boletus edulis",9,1997,56.996169,-3.540648,1,9.69999980926514,94,0.0110999997705221,0.734200000762939,0.254700005054474,0,396,0
"158",28230,"Boletus edulis",10,2008,52.421687,-2.435215,1,9.5,94,0.0015999999595806,0.858799993991852,0.0931999981403351,0.046399999409914,152,0
"159",27603,"Boletus edulis",9,2001,57.312239,-2.914675,1,10.1999998092651,77,0,0.0286999996751547,0.970700025558472,0,320,0
"160",25476,"Boletus edulis",9,1999,57.006135,-3.45873,1,9.80000019073486,93,0.000500000023748726,0.186800003051758,0.812699973583221,0,395,0
"161",27040,"Boletus edulis",8,1994,55.853209,-4.477664,1,14.3999996185303,81,0.0115999998524785,0.0834000036120415,0.592299997806549,0.286100000143051,5,0
"162",26103,"Boletus edulis",10,1998,51.287803,-0.782493,1,10.6999998092651,77,0.00289999996311963,0.440200001001358,0.368099987506866,0.0208999998867512,64,0
"163",26857,"Boletus edulis",10,1998,51.379107,-0.923761,1,10.5,74,0.00980000011622906,0.685899972915649,0.207699999213219,0.088299997150898,82,0
"164",28150,"Boletus edulis",10,2021,51.282812,1.102485,1,11,69,0.0817999988794327,0.475100010633469,0.17399999499321,0.0278999991714954,46,0
"165",26086,"Boletus edulis",10,2021,50.870927,-1.662004,1,10.8000001907349,82,0,0.934800028800964,0.065200001001358,0,70,0
"166",26603,"Boletus edulis",10,1983,51.735669,-0.625679,1,10.1999998092651,71,0.00170000002253801,0.233400002121925,0.759800016880035,0.00109999999403954,164,0
"167",25672,"Boletus edulis",9,2022,50.705108,-2.257705,1,14.3000001907349,66,0,0.866699993610382,0.1300999969244,0,46,0.00279999990016222
"168",25414,"Boletus edulis",8,1990,57.042785,-2.908041,1,12.6000003814697,74,0,0.638400018215179,0.361600011587143,0,384,0
"169",28313,"Boletus edulis",11,1992,52.671079,-0.655673,1,6.5,61,0.0132999997586012,0.353300005197525,0.377600014209747,0.232600003480911,113,0
"170",25823,"Boletus edulis",11,1990,52.79733,0.445878,1,6.69999980926514,61,0.00109999999403954,0.370099991559982,0.244200006127357,0.366899996995926,13,0
"171",25320,"Boletus edulis",9,2000,53.666162,-2.56145,1,11.8000001907349,122,0,0.00359999993816018,0.996399998664856,0,276,0
"172",25613,"Boletus edulis",8,2001,57.006135,-3.45873,1,12.3999996185303,69,0.000500000023748726,0.186800003051758,0.812699973583221,0,395,0
"173",28457,"Boletus edulis",10,2019,51.290376,0.186511,1,10.6000003814697,70,0.00150000001303852,0.717899978160858,0.0860999971628189,0.000300000014249235,81,0
"174",28593,"Boletus edulis",9,2013,54.584834,-3.122548,1,11.6000003814697,121,0,0.767700016498566,0.232299998402596,0,173,0
"175",25935,"Boletus edulis",11,2019,56.537557,-5.376289,1,6.90000009536743,186,0,0.459100008010864,0.540899991989136,0,27,0
"176",28181,"Boletus edulis",9,2018,50.686655,-3.377038,1,13.8999996185303,74,0.00350000010803342,0.166899994015694,0.778999984264374,0.0007999999797903,111,0
"177",25327,"Boletus edulis",10,2022,50.243108,1.604459,1,11.8999996185303,71,0.0052000000141561,0.386799991130829,0.565199971199036,0.0423999987542629,6,0.00039999998989515
"178",26016,"Boletus edulis",1,1991,50.67467,1.82924,1,4.09999990463257,58,0.000300000014249235,0.345899999141693,0.325800001621246,0,85,0
"179",25401,"Boletus edulis",6,1998,56.987589,-3.507377,1,11.3000001907349,58,0.0560999996960163,0.101999998092651,0.84060001373291,0,348,0
"180",25799,"Boletus edulis",8,1981,52.779744,1.186386,1,16.2999992370605,56,9.99999974737875e-05,0.116400003433228,0.137299999594688,0.745500028133392,46,0
"181",26828,"Boletus edulis",10,1991,52.8173,-3.114298,1,9.10000038146973,91,0.0432999990880489,0.270000010728836,0.674399971961975,0.0052000000141561,221,0
"182",25685,"Boletus edulis",7,2022,57.972572,-4.542692,1,13.5,105,0.00549999997019768,0.440499991178513,0.551900029182434,0,67,0
"183",26124,"Boletus edulis",9,1997,56.946473,-3.563257,1,8.39999961853027,130,0,0,1,0,673,0
"184",26248,"Boletus edulis",9,1993,56.7759,-2.410687,1,11.3999996185303,69,0.015599999576807,0.0742999985814095,0.278400003910065,0.589999973773956,74,0
"185",27684,"Boletus edulis",10,2001,51.110618,-1.07286,1,10.1999998092651,89,0.00740000000223517,0.279399991035461,0.685000002384186,0.000300000014249235,179,0
