species,scientificName,verbatimScientificName,decimalLatitude,decimalLongitude,day,month,year
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.310874,-4.022183,1,9,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.766979,1.630285,25,8,1977
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.604251,-3.033237,11,10,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.370272,-2.809248,29,8,1971
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.339018,-1.922721,12,8,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.932701,-1.36101,26,8,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.832508,-2.509326,4,9,1977
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.271403,-1.626594,,,1990
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.93391,-1.645607,5,10,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287803,-0.782493,29,7,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.310874,-4.022183,19,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.678995,-3.388928,23,8,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.201574,-1.214168,28,8,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.461815,-2.516561,25,9,1966
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.653239,-1.64003,28,8,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.664231,-4.367458,24,8,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.466007,-0.633794,30,10,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.93391,-1.645607,19,10,1987
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.635126,0.093803,28,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.279285,-2.954169,,10,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843988,-1.646288,7,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.990829,-1.772712,2,9,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.365561,0.081484,,,1981
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.607339,-2.557114,27,8,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.473507,-3.621964,26,9,1935
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.270267,0.363905,20,10,2003
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.764723,-3.719299,7,7,1990
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287803,-0.782493,15,11,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.870643,-3.359929,15,8,1992
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.119144,-4.655631,27,8,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.457888,-0.058267,6,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.080705,-1.772221,20,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.462922,-1.927836,20,10,1991
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.907177,-3.116603,17,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.372479,-1.634216,13,10,1984
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.83179,-2.654437,13,10,1984
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.271403,-1.626594,28,10,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.6626,-3.761579,30,10,2003
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.211278,-3.9056,3,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.645783,-0.628398,,10,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.140106,-3.369429,15,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287803,-0.782493,1,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.966722,-2.562269,14,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.339015,-2.080375,14,7,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.93391,-1.645607,1,11,1971
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.907177,-3.116603,5,9,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.764723,-3.719299,31,8,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.721385,-1.925707,22,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.990829,-1.772712,2,9,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.469007,-0.921647,,,1960
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.948419,-3.398933,12,9,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.605486,-2.87454,22,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.990445,-1.620196,17,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.990445,-1.620196,20,10,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843471,-1.504261,7,10,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.870643,-3.359929,,,1900
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.83179,-2.654437,17,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.853209,-4.477664,19,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,,,1981
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.038225,-3.402308,23,8,1996
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843471,-1.504261,28,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.733844,-3.521882,29,8,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.830915,-1.203266,15,10,2000
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287803,-0.782493,27,10,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.3777,-0.78011,28,9,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.099255,-5.458428,28,8,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.381393,-1.211093,28,9,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.17018,-2.384441,5,10,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287769,-3.220275,2,10,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.123892,-3.735914,4,9,2002
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.764723,-3.719299,7,9,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.077692,0.925187,13,10,1973
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287803,-0.782493,1,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.273092,-3.540289,27,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.492975,-2.752361,3,8,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.286225,-0.639135,30,8,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.349921,-2.386118,1,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.630364,-1.472218,12,9,1996
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.946473,-3.563257,30,8,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.143254,-3.047654,15,9,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,,,1975
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.461815,-2.516561,28,9,1986
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287803,-0.782493,20,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.280379,-2.807609,,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.194541,-3.504041,,9,1920
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.376116,-0.636472,21,10,1989
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.45277,0.229384,13,10,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.10365,-5.297952,7,8,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.21368,-3.740129,17,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.989866,-1.467685,9,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843988,-1.646288,14,9,1996
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.441324,-0.420703,,9,1987
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.173641,-0.58017,3,10,1981
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.381393,-1.211093,30,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.764723,-3.719299,24,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.080705,-1.772221,20,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.664475,-2.213597,13,10,1996
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.811263,-2.077415,10,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.446439,-0.872235,23,9,1962
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.372422,-0.349238,28,9,1986
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.635126,0.093803,7,11,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.6626,-3.761579,20,9,2003
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.721385,-1.925707,,,1992
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.416686,1.307218,8,10,1976
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843988,-1.646288,2,10,1987
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.980484,-7.297922,,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.604251,-3.033237,13,10,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.273073,0.220673,,,1979
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.443512,-8.077813,19,10,2000
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.766871,-3.555782,23,8,1966
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.57447,-4.361844,28,9,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.466007,-0.633794,11,7,2000
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.810118,-1.469964,14,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.108005,-0.787223,20,9,1932
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.644007,-0.483924,27,9,1987
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.630349,-2.53073,9,11,1991
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287803,-0.782493,25,5,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.989866,-1.467685,25,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.635126,0.093803,,10,1906
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.829843,-1.05817,30,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.602811,-3.19192,11,10,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.22505,-2.415668,24,9,2000
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.766871,-3.555782,5,9,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.167449,-0.131572,13,9,1986
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.910532,-2.670584,20,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.459062,-2.958052,23,8,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.21368,-3.740129,21,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.811263,-2.077415,,,1904
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.167449,-0.131572,7,10,1989
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.462922,-1.927836,15,10,1989
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287803,-0.782493,21,9,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.466007,-0.633794,5,10,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.689987,1.179842,24,7,1976
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843471,-1.504261,5,10,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.764723,-3.719299,31,8,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843988,-1.646288,19,10,1982
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.907177,-3.116603,17,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.451172,-1.625021,9,10,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.555896,-0.631103,1,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.101494,-2.658379,,9,1902
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.693861,1.032106,28,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.868773,-3.519675,,,1966
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.140106,-3.369429,15,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.372468,-2.368633,23,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,26,8,1962
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.372468,-2.368633,4,10,1969
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.735669,-0.625679,1,10,1983
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.764723,-3.719299,15,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.605486,-2.87454,21,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.455417,0.085569,30,9,1988
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.372422,-0.349238,27,9,1987
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.605486,-2.87454,15,11,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.753549,-1.505211,1,10,1982
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.836743,-0.652249,2,9,1967
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,7,9,1978
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843988,-1.646288,18,10,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.123892,-3.735914,18,8,2005
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.582784,-3.873853,27,8,1996
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.873398,1.044622,31,10,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.630364,-1.472218,11,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.087619,0.497382,24,9,2003
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.946473,-3.563257,30,8,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.900569,-1.621011,6,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.191393,-2.659707,29,9,1926
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.689987,1.179842,25,10,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.080894,-2.077917,,,1970
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.108005,-0.787223,22,10,2005
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.382272,-1.354772,14,8,2005
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.600228,1.173332,1,11,1981
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.9937,-6.288065,27,9,1989
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.077553,-3.867437,13,9,1988
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843988,-1.646288,16,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.93391,-1.645607,5,10,1988
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287803,-0.782493,5,10,1996
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.21368,-3.740129,,,1992
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.180425,0.359305,9,10,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.523131,-3.31476,2,9,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.895758,-0.860173,11,9,1983
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.582784,-3.873853,4,9,2002
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.748357,-3.206193,20,9,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.970009,-6.361995,,9,1975
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.93391,-1.645607,1,10,1989
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.717336,-5.842032,23,8,1982
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843471,-1.504261,18,10,1982
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.8173,-3.114298,14,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.729853,-1.186984,4,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.653587,-2.21822,9,10,1976
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.93391,-1.645607,12,10,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.106437,-0.644421,,9,1905
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.448669,-0.162141,30,6,1965
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.246083,-5.929756,5,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.253627,-0.696831,,,1991
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.360723,-1.475554,4,9,1996
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.550053,-0.198582,12,9,2003
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.480609,-3.919608,15,9,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.011594,-2.657058,20,10,1984
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.729788,-0.191445,1,10,1989
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.766871,-3.555782,18,8,1967
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.036272,-3.567027,12,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.728194,-4.480945,23,9,2000
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.466007,-0.633794,7,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.829843,-1.05817,8,9,2000
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.279285,-2.954169,27,9,1986
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.461815,-2.516561,14,10,1967
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.825553,-0.622945,25,10,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.099255,-5.458428,16,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.951716,-4.003413,15,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843471,-1.504261,30,8,1988
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.080319,-1.619377,26,9,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.811263,-2.077415,4,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.580225,-4.036545,,8,1980
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.289206,-0.925863,9,10,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.039961,-3.237569,29,8,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.233083,-3.050105,13,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.515643,-2.872546,7,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.900569,-1.621011,29,8,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.726975,-5.515917,8,10,1984
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.166694,-1.005912,5,9,1938
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.191393,-2.659707,28,8,1970
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.005318,-0.617435,5,10,1991
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.372422,-0.349238,26,8,1977
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.21368,-3.740129,15,9,1992
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.674927,-3.715205,10,9,1993
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.829843,-1.05817,27,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.372479,-1.634216,24,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.196331,-0.641785,11,9,1979
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.816224,-5.116105,27,8,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287803,-0.782493,10,9,2005
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.641605,-2.518677,7,10,1984
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.1697,-0.281086,9,10,2000
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.002105,-2.224966,5,7,2003
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.372468,-2.368633,10,10,1981
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.558905,-0.919523,21,9,1932
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.721385,-1.925707,8,10,2005
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.286225,-0.639135,16,9,1996
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.341714,-0.540218,,,1989
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.807241,-1.014434,10,9,1983
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.873759,-3.040384,23,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,27,8,1962
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.002296,-1.926943,8,10,1977
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.842782,-1.362239,20,10,2002
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.466007,-0.633794,20,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.93391,-1.645607,9,10,2005
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.563401,-3.625049,5,11,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,27,8,1962
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.873398,1.044622,17,9,2000
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.946473,-3.563257,25,8,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843988,-1.646288,8,11,1988
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.872304,-3.200164,15,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.313337,-2.748687,20,9,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.833407,-2.219089,20,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.753549,-1.505211,12,10,1989
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.664648,-2.072108,28,10,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.280379,-2.807609,9,9,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,6,9,1975
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.93391,-1.645607,4,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.196331,-0.641785,,,1980
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.372422,-0.349238,4,10,1987
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,6,9,1975
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.461815,-2.516561,1,9,1968
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.550053,-0.198582,6,11,2004
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.287803,-0.782493,7,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843988,-1.646288,14,9,1996
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.335859,-5.925245,8,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,4,8,1990
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.1697,-0.281086,17,9,1977
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.772128,-3.994188,22,10,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843988,-1.646288,2,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.183221,0.216352,,,1984
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.717336,-5.842032,26,8,1982
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.542741,-0.453149,18,7,1974
Boletus edulis,Boletus edulis Bull.,Boletus edulis,53.631315,-1.774646,13,7,1938
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.372468,-2.368633,2,10,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.246083,-5.929756,23,8,1973
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.315729,-3.699064,30,7,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.038225,-3.402308,17,10,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.472007,-4.419488,27,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.273073,0.220673,18,9,1999
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843471,-1.504261,12,10,1989
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.46685,-4.044475,6,10,2002
Boletus edulis,Boletus edulis Bull.,Boletus edulis,58.465289,-4.144463,,,1974
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.372422,-0.349238,30,7,1978
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843988,-1.646288,4,9,1970
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.766871,-3.555782,18,8,1967
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.05663,-6.044631,12,9,1948
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.766871,-3.555782,24,8,1968
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.45277,0.229384,22,9,2002
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,5,9,1975
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.339015,-2.080375,18,9,2005
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.215865,-3.574633,20,9,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.038225,-3.402308,4,9,1998
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.466007,-0.633794,20,10,2001
Boletus edulis,Boletus edulis Bull.,Boletus edulis,52.185036,-3.390967,26,9,1997
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,,,1953
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.044741,-2.578461,,,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.18829,-0.06962,,,1981
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.753549,-1.505211,3,10,2000
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.289206,-0.925863,10,10,1995
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.428672,-1.764535,19,9,1933
Boletus edulis,Boletus edulis Bull.,Boletus edulis,54.51265,-5.761862,16,9,1948
Boletus edulis,Boletus edulis Bull.,Boletus edulis,50.843471,-1.504261,31,10,1970
Boletus edulis,Boletus edulis Bull.,Boletus edulis,57.042785,-2.908041,28,9,1963
Boletus edulis,Boletus edulis Bull.,Boletus edulis,55.962133,-3.202943,19,9,1992
Boletus edulis,Boletus edulis Bull.,Boletus edulis,56.497457,-3.544731,27,9,1994
Boletus edulis,Boletus edulis Bull.,Boletus edulis,51.829843,-1.05817,10,10,2000
