"","species","lat","lon","month","year"
"18473","Calocybe gambosa",52.795037,-3.091482,9,1991
"18474","Calocybe gambosa",52.509945,-2.760242,4,2005
"18475","Calocybe gambosa",52.448905,-2.361914,4,2012
"18476","Calocybe gambosa",52.857675,-3.122758,5,2008
"18477","Calocybe gambosa",52.502797,-2.377089,5,1993
"18478","Calocybe gambosa",52.804161,-3.076876,9,1991
"18479","Calocybe gambosa",52.373728,-2.948859,4,2004
"18480","Calocybe gambosa",52.38593,-2.376092,9,1984
"18481","Calocybe gambosa",52.64407,-2.866023,3,2000
"18482","Calocybe gambosa",52.502797,-2.377089,4,2006
"18483","Calocybe gambosa",52.681358,-2.659672,9,1991
"18484","Calocybe gambosa",52.435821,-2.377252,5,2004
"18485","Calocybe gambosa",52.573726,-2.613787,5,2004
"18486","Calocybe gambosa",52.852682,-2.558316,4,1998
"18487","Calocybe gambosa",52.502797,-2.377089,5,1998
"18488","Calocybe gambosa",52.813672,-3.017763,5,1998
"18489","Calocybe gambosa",52.857814,-3.107909,5,1996
"18490","Calocybe gambosa",52.490929,-2.907195,5,1991
"18491","Calocybe gambosa",52.574512,-2.436728,4,1992
"18492","Calocybe gambosa",52.680831,-2.748415,5,2004
"18493","Calocybe gambosa",52.804161,-3.076876,4,1998
"18494","Calocybe gambosa",52.357128,-2.757616,9,1976
"18495","Calocybe gambosa",52.366118,-2.75777,5,1991
"18496","Calocybe gambosa",52.457895,-2.361988,4,2005
"18497","Calocybe gambosa",52.857533,-3.137607,5,2008
"18498","Calocybe gambosa",52.502797,-2.377089,5,1997
"18499","Calocybe gambosa",52.448905,-2.361914,5,2004
"18500","Calocybe gambosa",52.502797,-2.377089,5,2012
"18501","Calocybe gambosa",52.839415,-3.151979,5,1996
"18502","Calocybe gambosa",52.474918,-2.597688,10,2004
"18503","Calocybe gambosa",52.524552,-3.173201,5,1991
"18504","Calocybe gambosa",52.653576,-2.792297,4,2008
"18505","Calocybe gambosa",52.635081,-2.865845,4,2004
"18506","Calocybe gambosa",52.875789,-3.108367,5,1998
"18507","Calocybe gambosa",52.939503,-3.020714,4,1998
"18508","Calocybe gambosa",55.927266,-3.137044,9,2014
"18509","Calocybe gambosa",54.442973,-6.592715,5,2019
"18510","Calocybe gambosa",54.604311,-5.836544,5,2015
"18511","Calocybe gambosa",54.347526,-7.362581,5,2013
"18512","Calocybe gambosa",54.334649,-6.840093,3,2006
"18513","Calocybe gambosa",54.339541,-7.593324,3,2006
"18514","Calocybe gambosa",52.605391,-1.425552,11,2006
"18515","Calocybe gambosa",52.785026,-1.393537,4,2004
"18516","Calocybe gambosa",52.688014,-0.566382,5,2001
"18517","Calocybe gambosa",52.690027,-0.743865,4,2000
"18518","Calocybe gambosa",52.657737,-1.158754,5,2012
"18519","Calocybe gambosa",52.693898,-1.187652,10,2010
"18520","Calocybe gambosa",52.634093,-0.568145,4,2000
"18521","Calocybe gambosa",52.62112,-1.070825,5,2012
"18522","Calocybe gambosa",52.838294,-1.274033,5,2012
"18523","Calocybe gambosa",52.742289,-0.594229,5,2010
"18524","Calocybe gambosa",52.724662,-0.624411,5,2005
"18525","Calocybe gambosa",52.688014,-0.566382,4,2004
"18526","Calocybe gambosa",52.603371,-1.100732,5,2001
"18527","Calocybe gambosa",52.688014,-0.566382,5,2010
"18528","Calocybe gambosa",52.724662,-0.624411,5,2000
"18529","Calocybe gambosa",52.688014,-0.566382,4,2007
"18530","Calocybe gambosa",52.723599,-0.535601,4,2004
"18531","Calocybe gambosa",52.688014,-0.566382,5,2003
"18532","Calocybe gambosa",52.724662,-0.624411,5,1998
"18533","Calocybe gambosa",52.724662,-0.624411,1,1996
"18534","Calocybe gambosa",52.603371,-1.100732,4,1997
"18535","Calocybe gambosa",52.688014,-0.566382,4,1999
"18536","Calocybe gambosa",52.785026,-1.393537,4,1998
"18537","Calocybe gambosa",52.550993,-1.337774,6,2002
"18538","Calocybe gambosa",52.724662,-0.624411,5,1997
"18541","Calocybe gambosa",52.657943,-1.188319,1,1981
"18542","Calocybe gambosa",52.785315,-1.452841,5,1997
"18543","Calocybe gambosa",52.724662,-0.624411,5,1991
"18544","Calocybe gambosa",52.688014,-0.566382,7,1990
"18545","Calocybe gambosa",52.748915,-1.364408,5,2009
"18546","Calocybe gambosa",52.603371,-1.100732,4,1998
"18547","Calocybe gambosa",52.621569,-1.129903,5,1998
"18548","Calocybe gambosa",52.724662,-0.624411,5,1992
"18549","Calocybe gambosa",52.742289,-0.594229,6,2010
"18550","Calocybe gambosa",52.785315,-1.452841,4,1998
"18551","Calocybe gambosa",52.58623,-1.219164,7,1978
"18553","Calocybe gambosa",52.724662,-0.624411,6,1994
"18554","Calocybe gambosa",52.924009,-0.766854,5,2012
"18555","Calocybe gambosa",52.623222,-1.395775,4,2004
"18557","Calocybe gambosa",52.785315,-1.452841,4,1994
"18559","Calocybe gambosa",52.58186,-0.717441,4,1999
"18560","Calocybe gambosa",52.62112,-1.070825,5,2012
"18561","Calocybe gambosa",52.671079,-0.655673,1,1982
"18563","Calocybe gambosa",52.688014,-0.566382,5,2008
"18564","Calocybe gambosa",52.723599,-0.535601,5,2005
"18565","Calocybe gambosa",52.603371,-1.100732,7,1997
"18566","Calocybe gambosa",52.724662,-0.624411,7,1990
"18567","Calocybe gambosa",52.58623,-1.219164,7,1980
"18568","Calocybe gambosa",52.785315,-1.452841,4,1992
"18569","Calocybe gambosa",52.694473,-1.27642,5,2016
"18570","Calocybe gambosa",52.58623,-1.219164,7,1981
"18571","Calocybe gambosa",52.634446,-0.597688,5,2004
"18572","Calocybe gambosa",52.564201,-0.747462,4,2000
"18573","Calocybe gambosa",52.639965,-1.188651,6,2014
"18574","Calocybe gambosa",52.767196,-1.423426,4,2014
"18575","Calocybe gambosa",52.724662,-0.624411,5,1994
"18576","Calocybe gambosa",52.724662,-0.624411,5,1993
"18577","Calocybe gambosa",52.706688,-0.624976,5,1999
"18578","Calocybe gambosa",52.598498,-0.598836,5,1991
"18579","Calocybe gambosa",52.621569,-1.129903,4,1998
"18580","Calocybe gambosa",52.58623,-1.219164,7,1979
"18582","Calocybe gambosa",52.53267,-1.279082,5,2006
"18583","Calocybe gambosa",52.603371,-1.100732,5,2000
"18584","Calocybe gambosa",52.761283,-0.682537,5,1982
"18585","Calocybe gambosa",52.838294,-1.274033,4,2014
"18586","Calocybe gambosa",52.688014,-0.566382,6,1992
"18587","Calocybe gambosa",52.688014,-0.566382,4,2000
"18588","Calocybe gambosa",52.688014,-0.566382,4,1992
"18589","Calocybe gambosa",52.785026,-1.393537,4,1994
"18590","Calocybe gambosa",52.688014,-0.566382,4,2005
"18591","Calocybe gambosa",52.658333,-1.247449,4,1992
"18592","Calocybe gambosa",52.639546,-1.129547,1,1991
"18593","Calocybe gambosa",52.598498,-0.598836,5,1993
"18594","Calocybe gambosa",52.785026,-1.393537,4,1999
"18595","Calocybe gambosa",52.838294,-1.274033,5,2013
"18596","Calocybe gambosa",52.785315,-1.452841,4,1993
"18597","Calocybe gambosa",52.838294,-1.274033,4,2015
"18598","Calocybe gambosa",52.603804,-1.159787,5,2012
"18599","Calocybe gambosa",52.550993,-1.337774,4,2014
"18601","Calocybe gambosa",52.688014,-0.566382,1,1998
"18602","Calocybe gambosa",52.621569,-1.129903,4,1997
"18603","Calocybe gambosa",52.688014,-0.566382,5,2000
"18604","Calocybe gambosa",52.621569,-1.129903,5,1998
"18606","Calocybe gambosa",52.621569,-1.129903,5,2016
"18607","Calocybe gambosa",58.5561,-4.794708,5,2004
"18608","Calocybe gambosa",53.448664,-2.859722,5,2012
"18609","Calocybe gambosa",53.398811,-1.403423,9,2018
"18610","Calocybe gambosa",51.711215,-3.426316,5,1978
"18611","Calocybe gambosa",51.445012,-3.231657,9,1978
"18612","Calocybe gambosa",51.483235,-3.293534,5,1977
"18613","Calocybe gambosa",51.42319,-3.211654,5,1996
"18614","Calocybe gambosa",51.51383,-3.389876,3,1989
"18615","Calocybe gambosa",51.484307,-3.298245,9,1976
"18616","Calocybe gambosa",51.710429,-3.4281,5,1978
"18617","Calocybe gambosa",51.443791,-3.219394,4,1981
"18618","Calocybe gambosa",58.585027,-3.529904,5,2004
"18619","Calocybe gambosa",58.279433,-3.388803,5,2004
"18620","Calocybe gambosa",57.580886,-4.551095,5,2015
"18621","Calocybe gambosa",58.559801,-3.747111,5,2014
"18622","Calocybe gambosa",58.559801,-3.747111,6,2001
"18623","Calocybe gambosa",58.463822,-3.447494,5,2015
"18624","Calocybe gambosa",58.517988,-4.241264,6,2005
"18625","Calocybe gambosa",58.559801,-3.747111,5,2002
"18626","Calocybe gambosa",58.394118,-3.569527,6,2006
"18627","Calocybe gambosa",58.271177,-3.483954,5,2005
"18628","Calocybe gambosa",56.074076,-3.305168,5,2015
"18629","Calocybe gambosa",55.59681,-4.66252,5,2014
"18630","Calocybe gambosa",55.849788,-3.158739,5,2008
"18631","Calocybe gambosa",56.209213,-2.902972,9,2005
"18632","Calocybe gambosa",56.01113,-3.73414,7,2008
"18633","Calocybe gambosa",56.209213,-2.902972,9,1999
"18634","Calocybe gambosa",51.445588,-2.658252,5,2000
"18636","Calocybe gambosa",51.388051,-2.339106,5,1997
"18637","Calocybe gambosa",51.450308,-2.769129,5,1997
"18638","Calocybe gambosa",51.47179,-2.783888,4,1998
"18640","Calocybe gambosa",51.445588,-2.658252,12,2010
"18642","Calocybe gambosa",51.445588,-2.658252,5,2008
"18644","Calocybe gambosa",51.379139,-2.310304,6,1997
"18645","Calocybe gambosa",51.466722,-2.733415,5,2011
"18648","Calocybe gambosa",53.376544,-2.888332,5,2016
"18651","Calocybe gambosa",51.406555,-2.72095,6,2015
"18653","Calocybe gambosa",51.458717,-2.641889,12,1996
"18654","Calocybe gambosa",53.59075,-3.074116,10,1986
"18658","Calocybe gambosa",51.459204,-2.783672,12,1997
"18659","Calocybe gambosa",53.394952,-2.828561,4,2011
"18660","Calocybe gambosa",51.445588,-2.658252,5,2012
"18662","Calocybe gambosa",51.354155,-2.39558,5,2012
"18663","Calocybe gambosa",53.394952,-2.828561,5,2016
"18664","Calocybe gambosa",53.573044,-3.043464,4,1998
"18665","Calocybe gambosa",53.485604,-2.709764,4,2004
"18666","Calocybe gambosa",53.536555,-3.102922,5,1999
"18670","Calocybe gambosa",51.47179,-2.783888,4,1998
"18673","Calocybe gambosa",53.394952,-2.828561,5,2009
"18674","Calocybe gambosa",53.394952,-2.828561,5,2008
"18676","Calocybe gambosa",53.53683,-3.072751,5,2015
"18677","Calocybe gambosa",53.591018,-3.043907,3,2000
"18678","Calocybe gambosa",51.445588,-2.658252,5,2003
"18679","Calocybe gambosa",51.339987,-2.561988,5,2000
"18680","Calocybe gambosa",51.440655,-2.656023,5,1997
"18681","Calocybe gambosa",53.431108,-2.799162,6,1996
"18682","Calocybe gambosa",53.376544,-2.888332,6,2011
"18683","Calocybe gambosa",51.47179,-2.783888,5,2002
"18684","Calocybe gambosa",51.369313,-2.540081,4,1998
"18685","Calocybe gambosa",51.445588,-2.658252,5,2002
"18688","Calocybe gambosa",51.311471,-2.941843,6,2008
"18689","Calocybe gambosa",53.376544,-2.888332,5,2003
"18690","Calocybe gambosa",53.394952,-2.828561,5,2007
"18692","Calocybe gambosa",51.449726,-2.641763,5,2005
"18694","Calocybe gambosa",53.485604,-2.709764,5,2014
"18696","Calocybe gambosa",53.394952,-2.828561,5,2010
"18697","Calocybe gambosa",51.458717,-2.641889,12,1970
"18699","Calocybe gambosa",53.430902,-2.829261,5,2016
"18700","Calocybe gambosa",53.485604,-2.709764,5,2004
"18701","Calocybe gambosa",53.394952,-2.828561,4,2012
"18702","Calocybe gambosa",51.458717,-2.641889,4,1998
"18703","Calocybe gambosa",51.595234,-2.363024,12,2000
"18706","Calocybe gambosa",53.431108,-2.799162,5,1997
"18707","Calocybe gambosa",53.394952,-2.828561,4,2006
"18708","Calocybe gambosa",53.394952,-2.828561,5,2014
"18709","Calocybe gambosa",53.394952,-2.828561,5,2015
"18711","Calocybe gambosa",53.467629,-2.709464,6,1995
"18714","Calocybe gambosa",51.430258,-2.871642,12,2005
"18715","Calocybe gambosa",51.330858,-2.680936,5,2013
"18716","Calocybe gambosa",51.445588,-2.658252,5,2002
"18717","Calocybe gambosa",53.501408,-3.011551,6,2019
"18718","Calocybe gambosa",53.485604,-2.709764,4,1999
"18719","Calocybe gambosa",51.806175,-3.12762,4,1993
"18720","Calocybe gambosa",56.21638,-2.888403,6,2002
"18721","Calocybe gambosa",56.21638,-2.888403,5,2008
"18722","Calocybe gambosa",56.21638,-2.888403,5,1999
"18723","Calocybe gambosa",56.013999,-3.397045,8,1996
"18724","Calocybe gambosa",56.21638,-2.888403,6,2002
"18725","Calocybe gambosa",56.21638,-2.888403,6,2002
"18726","Calocybe gambosa",56.21638,-2.888403,7,2002
"18727","Calocybe gambosa",53.266669,-3.12595,6,2019
"18728","Calocybe gambosa",53.176798,-3.123594,5,1985
"18729","Calocybe gambosa",53.176798,-3.123594,10,2001
"18730","Calocybe gambosa",53.176798,-3.123594,3,2019
"18731","Calocybe gambosa",53.176798,-3.123594,5,2018
"18732","Calocybe gambosa",53.088239,-2.97197,4,2012
"18733","Calocybe gambosa",53.266669,-3.12595,4,2019
"18734","Calocybe gambosa",53.347074,-3.879199,5,2016
"18735","Calocybe gambosa",53.266669,-3.12595,5,2019
"18736","Calocybe gambosa",53.176798,-3.123594,6,2019
"18737","Calocybe gambosa",52.900099,-3.711115,5,1997
"18738","Calocybe gambosa",53.176798,-3.123594,4,2018
"18739","Calocybe gambosa",53.176798,-3.123594,5,2018
"18740","Calocybe gambosa",52.71817,-3.852044,5,2010
"18741","Calocybe gambosa",53.261574,-3.575586,7,2012
"18744","Calocybe gambosa",52.810245,-3.707583,5,2009
"18745","Calocybe gambosa",51.440319,-2.713569,4,2008
"18746","Calocybe gambosa",51.440319,-2.713569,12,2011
"18747","Calocybe gambosa",51.440319,-2.713569,5,2016
"18748","Calocybe gambosa",53.314449,-1.606601,4,2014
"18749","Calocybe gambosa",51.49035,-0.355137,4,2011
"18750","Calocybe gambosa",52.528913,-2.671388,5,2000
"18751","Calocybe gambosa",54.159815,-3.24961,9,1987
"18752","Calocybe gambosa",52.141631,-0.051318,9,1999
"18753","Calocybe gambosa",51.856769,0.241314,9,1985
"18754","Calocybe gambosa",52.249967,1.624521,5,2015
"18755","Calocybe gambosa",51.860335,0.242943,9,1999
"18756","Calocybe gambosa",52.495159,-2.376287,5,2012
"18757","Calocybe gambosa",52.666868,-1.116435,5,2018
"18758","Calocybe gambosa",52.458451,-1.194566,5,2015
"18759","Calocybe gambosa",52.154648,-0.050018,4,2002
"18760","Calocybe gambosa",53.318513,-1.601415,4,2014
"18761","Calocybe gambosa",52.735117,-1.23502,5,2015
"18763","Calocybe gambosa",52.533006,-1.260649,4,2014
"18764","Calocybe gambosa",51.440319,-2.713569,6,2017
"18767","Calocybe gambosa",52.310595,0.279576,5,1972
"18768","Calocybe gambosa",52.608729,-1.11384,4,2015
"18769","Calocybe gambosa",52.65378,-1.171395,5,2012
"18770","Calocybe gambosa",52.664216,-1.122403,5,2017
"18771","Calocybe gambosa",52.687763,-1.281709,5,2016
"18772","Calocybe gambosa",52.62615,-1.081799,5,2012
"18773","Calocybe gambosa",52.492326,-0.987378,5,2015
"18774","Calocybe gambosa",52.606677,-1.092174,5,2015
"18775","Calocybe gambosa",52.565217,-1.236503,4,2017
"18776","Calocybe gambosa",52.686657,-0.565687,5,2019
"18777","Calocybe gambosa",52.541297,-1.285945,5,2006
"18778","Calocybe gambosa",52.721465,-1.520191,5,2019
"18779","Calocybe gambosa",52.686639,-0.564208,4,2020
"18780","Calocybe gambosa",52.154648,-0.050018,4,2002
"18781","Calocybe gambosa",52.922745,-0.775071,5,2012
"18782","Calocybe gambosa",51.440319,-2.713569,4,2011
"18783","Calocybe gambosa",52.776319,-0.877029,5,2017
"18784","Calocybe gambosa",52.637823,-1.204207,5,2018
"18785","Calocybe gambosa",52.745954,-1.083505,5,2018
"18786","Calocybe gambosa",51.558875,-3.083265,4,2017
"18787","Calocybe gambosa",51.650019,-2.940895,6,2012
"18788","Calocybe gambosa",51.462254,-3.656783,5,2012
"18789","Calocybe gambosa",51.558875,-3.083265,5,2015
"18790","Calocybe gambosa",51.376078,-3.366302,4,2009
"18791","Calocybe gambosa",51.467561,-3.225066,5,1977
"18792","Calocybe gambosa",51.558875,-3.083265,5,2014
"18795","Calocybe gambosa",51.651979,-2.651843,3,2008
"18796","Calocybe gambosa",51.738667,-3.08756,6,2008
"18797","Calocybe gambosa",51.376078,-3.366302,4,2011
"18798","Calocybe gambosa",51.558875,-3.083265,4,2016
"18799","Calocybe gambosa",51.558875,-3.083265,5,2018
"18800","Calocybe gambosa",51.465968,-3.368986,4,2018
"18802","Calocybe gambosa",51.462254,-3.656783,5,2016
"18803","Calocybe gambosa",51.561184,-2.794801,4,1998
"18804","Calocybe gambosa",51.561184,-2.794801,9,1981
"18805","Calocybe gambosa",51.558875,-3.083265,5,2016
"18806","Calocybe gambosa",51.635066,-4.096595,6,1996
"18807","Calocybe gambosa",51.558875,-3.083265,5,2015
"18808","Calocybe gambosa",51.558875,-3.083265,4,2018
"18809","Calocybe gambosa",51.740991,-2.797953,4,1998
"18810","Calocybe gambosa",51.637557,-3.952192,3,1996
"18811","Calocybe gambosa",51.739918,-2.942762,4,1998
"18812","Calocybe gambosa",51.560118,-2.939038,4,2017
"18813","Calocybe gambosa",51.545213,-4.092461,4,2000
"18814","Calocybe gambosa",51.828561,-3.089724,5,1999
"18815","Calocybe gambosa",51.63987,-3.80777,4,2014
"18816","Calocybe gambosa",51.377665,-3.222664,4,1996
"18817","Calocybe gambosa",51.558875,-3.083265,4,2017
"18818","Calocybe gambosa",51.462254,-3.656783,5,1976
"18821","Calocybe gambosa",51.558875,-3.083265,5,2014
"18822","Calocybe gambosa",51.558875,-3.083265,5,2013
"18823","Calocybe gambosa",51.740991,-2.797953,5,2000
"18824","Calocybe gambosa",51.648772,-3.085407,5,2012
"18825","Calocybe gambosa",51.462254,-3.656783,4,1976
"18826","Calocybe gambosa",51.374315,-3.509927,5,2014
"18828","Calocybe gambosa",51.376078,-3.366302,4,2002
"18829","Calocybe gambosa",51.545213,-4.092461,4,2018
"18830","Calocybe gambosa",51.558875,-3.083265,4,2016
"18831","Calocybe gambosa",51.465968,-3.368986,4,2017
"18832","Calocybe gambosa",51.555857,-3.371684,4,2017
"18833","Calocybe gambosa",51.558875,-3.083265,5,2013
"18834","Calocybe gambosa",51.464199,-3.512892,3,2017
"18835","Calocybe gambosa",51.467561,-3.225066,5,2016
"18836","Calocybe gambosa",51.561184,-2.794801,5,1971
"18837","Calocybe gambosa",51.462254,-3.656783,9,1990
"18838","Calocybe gambosa",51.545213,-4.092461,4,2011
"18839","Calocybe gambosa",51.558875,-3.083265,4,2014
"18840","Calocybe gambosa",51.462254,-3.656783,5,2014
"18841","Calocybe gambosa",51.558875,-3.083265,4,2017
"18842","Calocybe gambosa",51.83179,-2.654437,5,2007
"18843","Calocybe gambosa",51.558875,-3.083265,5,2013
"18844","Calocybe gambosa",51.651088,-2.796373,5,1992
"18845","Calocybe gambosa",51.558875,-3.083265,5,2013
"18847","Calocybe gambosa",51.467561,-3.225066,1,1975
"18848","Calocybe gambosa",51.558875,-3.083265,4,2015
"18850","Calocybe gambosa",51.557454,-3.227481,4,2017
"18851","Calocybe gambosa",51.635066,-4.096595,1,1996
"18853","Calocybe gambosa",51.558875,-3.083265,4,2018
"18854","Calocybe gambosa",51.558875,-3.083265,5,2013
"18857","Calocybe gambosa",51.740991,-2.797953,5,1996
"18858","Calocybe gambosa",51.558875,-3.083265,5,2016
"18860","Calocybe gambosa",51.465968,-3.368986,5,2012
"18861","Calocybe gambosa",51.542554,-4.236558,4,1999
"18862","Calocybe gambosa",51.648772,-3.085407,5,2012
"18863","Calocybe gambosa",51.376078,-3.366302,5,2018
"18864","Calocybe gambosa",51.558875,-3.083265,4,2014
"18865","Calocybe gambosa",51.462254,-3.656783,5,2015
"18866","Calocybe gambosa",51.558875,-3.083265,5,2015
"18867","Calocybe gambosa",51.465968,-3.368986,4,2009
"18869","Calocybe gambosa",51.558875,-3.083265,4,2012
"18870","Calocybe gambosa",51.558875,-3.083265,5,2018
"18871","Calocybe gambosa",56.032391,-2.860099,4,2002
"18872","Calocybe gambosa",56.028409,-2.851186,4,2002
"18873","Calocybe gambosa",55.877476,-3.128395,5,2018
"18874","Calocybe gambosa",54.376976,-4.511855,5,1998
"18875","Calocybe gambosa",54.200183,-4.705053,5,1998
"18876","Calocybe gambosa",51.729737,-3.811354,5,2018
"18877","Calocybe gambosa",52.547661,-3.107454,7,2013
"18878","Calocybe gambosa",50.917497,0.666117,4,1991
"18879","Calocybe gambosa",50.917497,0.666117,5,1981
"18880","Calocybe gambosa",50.947608,0.525463,4,1998
"18881","Calocybe gambosa",50.9473,0.539683,4,1998
"18882","Calocybe gambosa",50.929333,0.538704,5,2004
"18883","Calocybe gambosa",50.947608,0.525463,4,1998
"18884","Calocybe gambosa",50.938006,0.553412,5,1998
"18885","Calocybe gambosa",50.9473,0.539683,5,1981
"18886","Calocybe gambosa",50.9473,0.539683,5,1997
"18887","Calocybe gambosa",50.9473,0.539683,4,1998
"18888","Calocybe gambosa",50.938316,0.539194,4,1998
"18889","Calocybe gambosa",50.9473,0.539683,4,1997
"18890","Calocybe gambosa",54.148584,-4.53552,5,2011
"18891","Calocybe gambosa",54.089669,-4.761321,6,2013
"18892","Calocybe gambosa",54.328797,-4.515837,4,2017
"18895","Calocybe gambosa",54.148584,-4.53552,6,2015
"18896","Calocybe gambosa",53.337282,-0.666598,5,2020
"18897","Calocybe gambosa",51.40827,-2.61436,4,2020
"18898","Calocybe gambosa",52.142108,-0.936145,4,2020
"18899","Calocybe gambosa",52.562705,-1.151083,4,2020
"18900","Calocybe gambosa",55.083451,-2.113853,4,2020
"18901","Calocybe gambosa",51.616604,-4.949841,4,2019
"18902","Calocybe gambosa",53.487478,-3.023824,4,2018
"18903","Calocybe gambosa",52.238455,0.24008,4,2018
"18904","Calocybe gambosa",53.381518,-6.084675,5,2014
"18905","Calocybe gambosa",54.347528,-7.362581,5,2013
"18906","Calocybe gambosa",53.989659,-8.221798,5,2013
"18907","Calocybe gambosa",54.660327,-5.730498,6,2012
"18908","Calocybe gambosa",54.669303,-5.729997,5,2012
"18909","Calocybe gambosa",53.396566,-7.722637,5,2012
"18910","Craterellus tubaeformis",51.129636,-3.434987,1,2023
"18911","Craterellus tubaeformis",51.279514,0.251661,11,2022
"18912","Craterellus tubaeformis",56.242645,-4.218784,9,2022
"18913","Craterellus tubaeformis",51.140968,-2.359707,11,2022
"18914","Craterellus tubaeformis",55.602549,-2.730407,12,2022
"18915","Craterellus tubaeformis",56.537557,-5.376289,9,2022
"18916","Craterellus tubaeformis",53.03097,-8.896576,11,2021
"18917","Craterellus tubaeformis",57.020845,-2.833386,9,2009
"18918","Craterellus tubaeformis",56.98739,-3.523827,11,2009
"18919","Craterellus tubaeformis",57.026076,-3.278292,9,2009
"18920","Craterellus tubaeformis",57.163005,-3.828699,9,2009
"18921","Craterellus tubaeformis",56.98739,-3.523827,11,2008
"18922","Craterellus tubaeformis",57.011752,-2.84965,8,2009
"18923","Craterellus tubaeformis",57.229068,-2.539937,8,2009
"18924","Craterellus tubaeformis",57.247033,-2.5402,9,2008
"18925","Craterellus tubaeformis",56.98739,-3.523827,10,2008
"18926","Craterellus tubaeformis",50.882834,0.451038,12,2022
"18927","Craterellus tubaeformis",50.863927,0.435799,11,2022
"18928","Craterellus tubaeformis",52.335194,-1.696089,11,2022
"18929","Craterellus tubaeformis",55.146736,-3.012428,9,2022
"18930","Craterellus tubaeformis",57.629772,-5.353468,10,2022
"18931","Craterellus tubaeformis",57.337262,-5.003013,12,2021
"18932","Craterellus tubaeformis",57.694453,-5.719072,9,2022
"18933","Craterellus tubaeformis",51.093242,0.598058,10,2021
"18934","Craterellus tubaeformis",51.798183,-1.111661,10,2021
"18935","Craterellus tubaeformis",51.801022,-1.111485,10,2021
"18936","Craterellus tubaeformis",51.809585,-2.603348,10,1999
"18937","Craterellus tubaeformis",55.742458,-3.386937,9,2020
"18938","Craterellus tubaeformis",53.091996,-2.225435,9,1995
"18939","Craterellus tubaeformis",50.44796,3.21944,4,2016
"18940","Craterellus tubaeformis",50.4937,2.28843,4,2016
"18941","Craterellus tubaeformis",52.121861,1.548349,9,2005
"18942","Craterellus tubaeformis",52.959252,1.199579,10,2000
"18943","Craterellus tubaeformis",52.704379,0.588709,9,1983
"18944","Craterellus tubaeformis",52.689987,1.179842,11,1988
"18945","Craterellus tubaeformis",52.600228,1.173332,6,1999
"18946","Craterellus tubaeformis",52.689987,1.179842,11,1991
"18947","Craterellus tubaeformis",52.873398,1.044622,10,1982
"18948","Craterellus tubaeformis",56.286414,-3.116184,10,1999
"18949","Craterellus tubaeformis",56.324627,-2.826236,9,1970
"18950","Craterellus tubaeformis",56.15807,-3.370069,10,2018
"18951","Craterellus tubaeformis",55.839498,-6.113905,9,2013
"18952","Craterellus tubaeformis",56.525389,-5.302255,12,2021
"18953","Craterellus tubaeformis",56.555051,-5.394127,9,2021
"18954","Craterellus tubaeformis",56.522983,-5.308226,12,2021
"18955","Craterellus tubaeformis",56.537557,-5.376289,10,2019
"18956","Craterellus tubaeformis",56.460642,-5.693422,9,2021
"18957","Craterellus tubaeformis",56.251801,-5.625615,9,2021
"18958","Craterellus tubaeformis",56.537557,-5.376289,9,2021
"18959","Craterellus tubaeformis",57.705008,-4.316257,11,2021
"18960","Craterellus tubaeformis",58.202855,-6.405908,10,2019
"18961","Craterellus tubaeformis",58.202018,-6.404101,10,2017
"18962","Craterellus tubaeformis",51.296642,1.040811,2,2022
"18963","Craterellus tubaeformis",50.4897,2.55226,9,2011
"18964","Craterellus tubaeformis",50.45637,1.71426,10,2017
"18965","Craterellus tubaeformis",50.69841,1.84664,9,2014
"18966","Craterellus tubaeformis",50.46586,1.69865,10,2010
"18967","Craterellus tubaeformis",50.45637,1.71426,10,2016
"18968","Craterellus tubaeformis",50.69841,1.84664,9,2016
"18969","Craterellus tubaeformis",50.68974,1.83307,10,2010
"18970","Craterellus tubaeformis",50.4897,2.55226,9,2015
"18971","Craterellus tubaeformis",50.69841,1.84664,9,2013
"18972","Craterellus tubaeformis",50.39481,2.02523,10,2017
"18973","Craterellus tubaeformis",50.39481,2.02523,10,2014
"18974","Craterellus tubaeformis",50.24039,1.84511,10,2010
"18975","Craterellus tubaeformis",50.69841,1.84664,9,2017
"18976","Craterellus tubaeformis",50.46691,1.70114,10,2017
"18977","Craterellus tubaeformis",50.67467,1.82924,10,2002
"18978","Craterellus tubaeformis",50.45637,1.71426,10,2006
"18979","Craterellus tubaeformis",50.42475,2.60387,9,1980
"18980","Craterellus tubaeformis",50.39481,2.02523,10,2008
"18981","Craterellus tubaeformis",50.64972,1.63911,10,1998
"18982","Craterellus tubaeformis",50.64972,1.63911,10,1998
"18983","Craterellus tubaeformis",50.6813,1.824,9,1987
"18984","Craterellus tubaeformis",50.45637,1.71426,10,2007
"18985","Craterellus tubaeformis",50.70176,1.71297,10,2000
"18986","Craterellus tubaeformis",50.64972,1.63911,11,1990
"18987","Craterellus tubaeformis",50.68265,1.82344,9,1993
"18988","Craterellus tubaeformis",50.45637,1.71426,10,2008
"18989","Craterellus tubaeformis",50.67467,1.82924,10,2000
"18990","Craterellus tubaeformis",50.45637,1.71426,10,1998
"18991","Craterellus tubaeformis",50.46586,1.69865,10,2008
"18992","Craterellus tubaeformis",50.45637,1.71426,10,2007
"18993","Craterellus tubaeformis",50.45637,1.71426,10,2006
